09,09,2022,17,31,57,GLITCH,0,0,263.794,51.819
09,09,2022,17,31,58,GLITCH,0,0,263.796,51.819
09,09,2022,17,31,58,GLITCH,0,0,263.794,51.819
09,09,2022,17,32,00,GLITCH,0,0,263.796,51.819
09,09,2022,17,32,00,GLITCH,0,0,263.796,51.819
09,09,2022,17,32,01,GLITCH,0,0,263.796,51.817
09,09,2022,17,32,03,GLITCH,0,0,263.812,51.817
09,09,2022,17,32,03,GLITCH,0,0,263.830,51.819
09,09,2022,17,32,04,GLITCH,0,0,263.792,51.817
09,09,2022,17,32,05,GLITCH,0,0,263.792,51.817
09,09,2022,17,32,07,GLITCH,0,0,263.803,51.819
09,09,2022,17,32,08,GLITCH,0,0,263.811,51.817
09,09,2022,17,32,10,GLITCH,0,0,263.807,51.817
09,09,2022,17,32,10,GLITCH,0,0,263.808,51.817
09,09,2022,17,32,11,GLITCH,0,0,263.827,51.819
09,09,2022,17,32,12,GLITCH,0,0,263.866,51.817
09,09,2022,17,32,12,GLITCH,0,0,263.906,51.819
09,09,2022,17,32,13,GLITCH,0,0,263.800,51.819
09,09,2022,17,32,14,GLITCH,0,0,263.800,51.817
09,09,2022,17,32,15,GLITCH,0,0,263.801,51.817
09,09,2022,17,32,16,GLITCH,0,0,263.800,51.819
09,09,2022,17,32,16,GLITCH,0,0,263.800,51.819
09,09,2022,17,32,18,GLITCH,0,0,263.801,51.819
09,09,2022,17,32,18,GLITCH,0,0,263.800,51.817
09,09,2022,17,32,19,GLITCH,0,0,263.800,51.819
09,09,2022,17,32,20,GLITCH,0,0,263.800,51.817
09,09,2022,17,32,20,GLITCH,0,0,263.801,51.819
09,09,2022,17,32,21,GLITCH,0,0,263.796,51.817
09,09,2022,17,32,22,GLITCH,0,0,263.797,51.813
09,09,2022,17,32,23,GLITCH,0,0,263.801,51.819
09,09,2022,17,32,24,GLITCH,0,0,263.801,51.819
09,09,2022,17,32,25,GLITCH,0,0,263.797,51.819
09,09,2022,17,32,26,GLITCH,0,0,263.797,51.817
09,09,2022,17,32,27,GLITCH,0,0,263.797,51.817
09,09,2022,17,32,28,GLITCH,0,0,263.796,51.819
09,09,2022,17,32,28,GLITCH,0,0,263.797,51.819
09,09,2022,17,32,29,GLITCH,0,0,263.797,51.817
