29,09,2022,12,35,20,0000,0000,0000,0000,OFF,OFF
29,09,2022,12,35,50,0000,0000,0000,0000,ON,OFF
29,09,2022,12,35,59,0000,0000,0000,0000,ON,ON
29,09,2022,12,39,40,0000,0000,0000,0000,OFF,ON
29,09,2022,12,39,42,0000,0000,0000,0000,OFF,OFF
29,09,2022,14,13,04,0000,0000,0000,0000,OFF,OFF
29,09,2022,14,16,33,0000,0000,0000,0000,OFF,OFF
29,09,2022,14,16,51,0000,0000,0000,0000,ON,OFF
29,09,2022,14,16,53,0000,0000,0000,0000,ON,ON
29,09,2022,14,30,03,0000,0000,0000,0000,OFF,ON
29,09,2022,14,30,05,0000,0000,0000,0000,OFF,OFF
29,09,2022,15,19,03,0000,0000,0000,0000,OFF,OFF
29,09,2022,15,19,15,0000,0000,0000,0000,ON,OFF
29,09,2022,15,19,31,0000,0000,0000,0000,ON,ON
29,09,2022,15,30,07,0000,8217,0000,0000,ON,ON
29,09,2022,15,30,09,0000,0000,0000,0000,ON,ON
29,09,2022,16,38,07,0000,0000,0000,0000,OFF,OFF
29,09,2022,16,38,09,0000,0000,0000,0000,ON,OFF
29,09,2022,16,38,10,0000,0000,0000,0000,ON,ON
29,09,2022,16,43,54,0000,0000,0000,0000,OFF,ON
29,09,2022,16,43,55,0000,0000,0000,0000,OFF,OFF
29,09,2022,16,47,41,0000,0000,7805,0000,OFF,OFF
29,09,2022,16,47,54,0000,0000,7805,0000,ON,OFF
29,09,2022,17,14,46,0000,0000,7805,0000,ON,OFF
29,09,2022,17,14,53,0000,0000,7805,0000,OFF,OFF
29,09,2022,17,15,15,0000,0000,7805,0000,ON,OFF
29,09,2022,17,15,16,0000,0000,7805,0000,OFF,OFF
29,09,2022,17,15,24,0000,0000,7805,0000,OFF,ON
29,09,2022,17,15,51,0000,0000,7805,0000,OFF,OFF
29,09,2022,17,16,00,0000,0000,7805,0000,ON,OFF
29,09,2022,17,16,31,0000,0000,7805,0000,OFF,OFF
