23,09,2022,09,28,41,0000,0000,0000,0000,OFF,OFF
23,09,2022,09,29,00,0000,0000,0000,0000,ON,OFF
23,09,2022,09,29,23,0000,0000,0000,0000,OFF,OFF
23,09,2022,09,29,24,0000,0000,0000,0000,OFF,ON
23,09,2022,09,29,33,0000,0000,0000,0000,ON,ON
23,09,2022,09,36,30,0000,0000,0032,0000,ON,ON
23,09,2022,09,36,31,0000,0000,0000,0000,ON,ON
23,09,2022,09,50,33,0000,0000,0000,0125,ON,ON
23,09,2022,09,50,34,0000,0000,0000,0000,ON,ON
23,09,2022,09,55,06,0000,0000,0000,0120,ON,ON
23,09,2022,09,55,09,0000,0000,0000,0000,ON,ON
23,09,2022,09,59,46,0000,0000,0000,0119,ON,ON
23,09,2022,09,59,47,0000,0000,0000,0000,ON,ON
23,09,2022,10,17,12,0000,0000,0035,0000,ON,ON
23,09,2022,10,17,13,0000,0000,0000,0000,ON,ON
23,09,2022,10,17,26,0000,0000,0029,0000,ON,ON
23,09,2022,10,17,27,0000,0000,0000,0000,ON,ON
23,09,2022,10,28,21,0000,0000,0000,0107,ON,ON
23,09,2022,10,28,23,0000,0000,0000,0103,ON,ON
23,09,2022,10,28,25,0000,0000,0000,0000,ON,ON
23,09,2022,10,38,34,0000,0000,0000,0000,OFF,ON
23,09,2022,10,38,36,0000,0000,0000,0000,OFF,OFF
23,09,2022,10,41,37,0000,0000,0000,0000,ON,OFF
23,09,2022,10,41,41,0000,0000,0000,0000,ON,ON
23,09,2022,10,45,43,0000,0000,0024,0000,ON,ON
23,09,2022,10,45,43,0024,0000,0024,0000,ON,ON
23,09,2022,10,45,44,0024,0000,0024,0000,OFF,ON
23,09,2022,10,45,44,0024,0000,0024,0000,OFF,OFF
23,09,2022,10,45,45,0000,0000,0024,0000,OFF,OFF
23,09,2022,10,45,45,0000,0000,0000,0000,OFF,OFF
23,09,2022,10,49,10,0000,0000,5006,5006,OFF,OFF
23,09,2022,10,49,14,0000,0000,5006,5006,ON,OFF
23,09,2022,10,49,15,0000,0000,5006,5006,ON,ON
23,09,2022,10,54,56,0000,0000,5006,0080,ON,ON
23,09,2022,10,54,57,0000,0000,5006,5006,ON,ON
23,09,2022,10,59,34,0000,0000,5006,0081,ON,ON
23,09,2022,10,59,35,0000,0000,5006,5006,ON,ON
23,09,2022,11,04,26,0000,0000,5006,0000,ON,ON
23,09,2022,11,04,28,0000,0000,5006,5006,ON,ON
23,09,2022,11,08,34,0000,0000,5006,0079,ON,ON
23,09,2022,11,08,36,0000,0000,5006,5006,ON,ON
23,09,2022,11,23,18,0000,0000,0000,5006,ON,ON
23,09,2022,11,23,20,0000,0000,5006,5006,ON,ON
23,09,2022,11,42,28,0000,0000,0028,5006,ON,ON
23,09,2022,11,42,29,0000,0000,5006,5006,ON,ON
23,09,2022,11,56,34,0000,0000,5006,0057,ON,ON
23,09,2022,11,56,35,0000,0000,5006,5006,ON,ON
23,09,2022,12,01,36,0000,0000,0000,5006,ON,ON
23,09,2022,12,01,37,0000,0000,5006,5006,ON,ON
23,09,2022,12,06,19,5006,0000,5006,5006,ON,ON
23,09,2022,12,06,19,5006,0000,5006,5006,ON,OFF
23,09,2022,12,06,19,5006,0000,5006,5006,OFF,OFF
23,09,2022,12,06,21,0000,0000,5006,5006,OFF,OFF
23,09,2022,12,44,00,0000,7011,5006,5006,OFF,OFF
23,09,2022,12,52,06,7011,7011,5006,5006,OFF,OFF
23,09,2022,13,57,07,0000,0000,0000,0000,OFF,OFF
23,09,2022,13,57,49,0000,0000,0000,0000,ON,OFF
23,09,2022,13,57,53,0000,0000,0000,0000,ON,ON
23,09,2022,14,00,17,0000,0000,0029,0000,ON,ON
23,09,2022,14,00,18,0000,0000,0000,0000,ON,ON
23,09,2022,14,03,09,0000,0000,0000,0141,ON,ON
23,09,2022,14,03,10,0000,0000,0000,0000,ON,ON
23,09,2022,14,03,22,0000,0000,0000,0141,ON,ON
