15,09,2022,09,16,25,0000,0000,0000,0000,OFF,OFF
15,09,2022,09,22,32,0000,0000,0000,0000,ON,OFF
15,09,2022,09,22,49,0000,0000,0000,0000,OFF,ON
15,09,2022,09,22,50,0000,0000,0000,0000,OFF,OFF
15,09,2022,09,23,00,0000,0000,0000,0000,ON,OFF
15,09,2022,09,23,01,0000,0000,0000,0000,ON,ON
15,09,2022,09,41,04,0000,0000,0028,0000,ON,ON
15,09,2022,09,41,05,0000,0000,0000,0000,ON,ON
15,09,2022,09,43,26,0000,0000,0000,0000,OFF,ON
15,09,2022,09,43,27,0000,0000,0000,0000,OFF,OFF
15,09,2022,09,45,17,0000,0000,0000,0000,OFF,OFF
15,09,2022,09,45,39,0000,0000,0000,0000,OFF,OFF
15,09,2022,09,45,41,0000,0000,0000,0000,ON,OFF
15,09,2022,09,45,42,0000,0000,0000,0000,ON,ON
15,09,2022,09,46,17,0000,0000,0000,0000,OFF,ON
15,09,2022,09,46,18,0000,0000,0000,0000,OFF,OFF
15,09,2022,12,17,44,0000,0000,0000,0000,OFF,OFF
15,09,2022,12,18,07,0000,0000,0000,0000,ON,OFF
15,09,2022,12,18,17,0000,0000,0000,0000,ON,ON
15,09,2022,12,19,09,0000,0000,0000,0000,OFF,ON
15,09,2022,12,19,09,0000,0000,0000,0000,OFF,OFF
15,09,2022,12,20,19,0000,0000,0000,0000,OFF,OFF
15,09,2022,12,20,25,0000,0000,0000,0000,ON,OFF
15,09,2022,12,20,26,0000,0000,0000,0000,ON,ON
15,09,2022,12,23,03,0000,0000,0000,0000,OFF,ON
15,09,2022,12,23,04,0000,0000,0000,0000,OFF,OFF
15,09,2022,12,24,01,0000,0000,0000,0000,OFF,OFF
15,09,2022,12,24,04,0000,0000,0000,0000,ON,OFF
15,09,2022,12,24,05,0000,0000,0000,0000,ON,ON
15,09,2022,12,26,07,0000,0000,0000,0000,OFF,ON
15,09,2022,12,26,07,0000,0000,0000,0000,OFF,OFF
