17,09,2022,10,36,06,LIMIT,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x01,0x00
17,09,2022,10,36,06,BRAKE,0x01,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
17,09,2022,10,36,06,LIMIT,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x01,0x00
17,09,2022,10,36,06,BRAKE,0x01,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
17,09,2022,10,36,06,LIMIT,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x01,0x00
17,09,2022,10,36,06,BRAKE,0x01,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
17,09,2022,10,36,07,LIMIT,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x01,0x00
17,09,2022,10,36,07,BRAKE,0x01,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
17,09,2022,10,36,07,LIMIT,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x01,0x00
17,09,2022,10,36,07,BRAKE,0x01,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
17,09,2022,10,36,07,LIMIT,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x01,0x00
17,09,2022,10,36,08,BRAKE,0x01,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
17,09,2022,10,36,09,LIMIT,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x01,0x00
17,09,2022,10,38,47,BRAKE,0x01,0x00,0x00,0x01,0x01,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
17,09,2022,11,35,37,BRAKE,0x01,0x00,0x00,0x01,0x01,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
17,09,2022,11,36,09,GLITCH,0,1
17,09,2022,11,39,09,GLITCH,0,1
17,09,2022,11,39,38,GLITCH,0,1
17,09,2022,11,39,39,GLITCH,0,1
17,09,2022,11,39,39,GLITCH,0,1
17,09,2022,11,40,37,GLITCH,0,1
17,09,2022,11,40,37,GLITCH,0,1
17,09,2022,11,40,38,GLITCH,0,1
17,09,2022,11,40,38,GLITCH,0,1
17,09,2022,11,44,19,GLITCH,0,1
17,09,2022,11,44,20,GLITCH,0,1
17,09,2022,11,44,20,GLITCH,0,1
17,09,2022,11,44,32,GLITCH,0,1
17,09,2022,11,44,32,GLITCH,0,1
17,09,2022,11,44,32,GLITCH,0,1
17,09,2022,11,44,33,GLITCH,0,1
17,09,2022,11,44,45,GLITCH,0,1
17,09,2022,11,45,28,GLITCH,0,1
17,09,2022,11,45,28,GLITCH,0,1
17,09,2022,11,45,29,GLITCH,0,1
17,09,2022,11,45,57,GLITCH,0,1
17,09,2022,11,45,57,GLITCH,0,1
17,09,2022,11,47,10,GLITCH,0,1
17,09,2022,11,52,02,GLITCH,0,1
17,09,2022,11,53,28,GLITCH,0,1
17,09,2022,11,54,08,GLITCH,0,1
17,09,2022,11,54,09,GLITCH,0,1
17,09,2022,11,54,09,GLITCH,0,1
17,09,2022,11,54,42,GLITCH,0,1
17,09,2022,11,54,42,GLITCH,0,1
17,09,2022,11,54,43,GLITCH,0,1
17,09,2022,11,55,06,GLITCH,0,1
17,09,2022,11,55,07,GLITCH,0,1
17,09,2022,11,55,07,GLITCH,0,1
17,09,2022,11,55,07,GLITCH,0,1
17,09,2022,11,55,10,GLITCH,0,1
17,09,2022,11,55,10,GLITCH,0,1
17,09,2022,11,55,56,GLITCH,0,1
17,09,2022,11,55,57,GLITCH,0,1
17,09,2022,11,55,57,GLITCH,0,1
17,09,2022,11,56,37,GLITCH,0,1
17,09,2022,11,59,05,GLITCH,0,1
17,09,2022,11,59,05,GLITCH,0,1
17,09,2022,11,59,06,GLITCH,0,1
17,09,2022,11,59,16,GLITCH,0,1
17,09,2022,11,59,17,GLITCH,0,1
17,09,2022,11,59,17,GLITCH,0,1
17,09,2022,11,59,18,GLITCH,0,1
17,09,2022,12,00,15,GLITCH,0,1
17,09,2022,12,01,45,GLITCH,0,1
17,09,2022,12,01,46,GLITCH,0,1
17,09,2022,12,01,46,GLITCH,0,1
17,09,2022,12,02,32,GLITCH,0,1
17,09,2022,12,02,32,GLITCH,0,1
17,09,2022,12,02,33,GLITCH,0,1
17,09,2022,12,04,37,GLITCH,0,1
17,09,2022,12,05,58,GLITCH,0,1
17,09,2022,12,05,59,GLITCH,0,1
17,09,2022,12,05,59,GLITCH,0,1
17,09,2022,12,11,00,GLITCH,0,1
17,09,2022,12,13,35,GLITCH,0,1
17,09,2022,12,13,35,GLITCH,0,1
17,09,2022,12,13,36,GLITCH,0,1
