15,09,2022,09,19,09,0000,0000,0000,5006,OFF,OFF
15,09,2022,09,33,08,0000,0000,0000,5006,OFF,OFF
15,09,2022,09,33,41,0000,0000,0000,5006,ON,ON
15,09,2022,09,46,36,0000,0000,0000,5006,OFF,OFF
15,09,2022,09,48,00,0000,0000,0000,5006,OFF,OFF
15,09,2022,09,48,27,0000,0000,0000,5006,ON,ON
15,09,2022,10,44,34,0000,0000,0000,5006,OFF,OFF
15,09,2022,10,45,27,0000,0000,0000,5006,ON,ON
15,09,2022,11,07,34,0000,5006,0000,5006,ON,ON
15,09,2022,11,30,47,0000,0000,0000,0000,OFF,OFF
15,09,2022,11,31,36,0000,0000,0000,0000,ON,ON
15,09,2022,11,31,45,0000,0000,0000,5006,ON,ON
15,09,2022,12,11,11,0000,0000,0026,5006,ON,ON
15,09,2022,12,11,13,0000,0000,0000,5006,ON,ON
15,09,2022,12,13,21,0000,0000,0000,5006,OFF,OFF
15,09,2022,12,29,48,0000,0000,0000,5006,OFF,OFF
15,09,2022,12,29,52,0000,0000,0000,5006,ON,ON
15,09,2022,12,51,29,0000,5006,0000,5006,ON,ON
15,09,2022,14,03,05,0000,0000,0000,0000,OFF,OFF
15,09,2022,14,04,20,0000,0000,0000,0000,ON,ON
15,09,2022,14,05,14,0000,0000,0000,0000,OFF,OFF
15,09,2022,14,05,21,0000,0000,0000,0000,ON,ON
15,09,2022,14,44,26,0000,0000,0000,0063,ON,ON
15,09,2022,14,44,28,0000,0000,0000,0000,ON,ON
15,09,2022,14,59,37,0000,0000,0000,0054,ON,ON
15,09,2022,14,59,38,0000,0000,0000,0000,ON,ON
15,09,2022,15,04,06,0000,0000,0000,0058,ON,ON
15,09,2022,15,04,07,0000,0000,0000,0000,ON,ON
15,09,2022,15,29,43,0000,0000,0024,0000,ON,ON
15,09,2022,15,29,45,0000,0000,0000,0000,ON,ON
15,09,2022,16,14,16,0000,0000,0000,0025,ON,ON
15,09,2022,16,14,17,0000,0000,0000,0000,ON,ON
15,09,2022,16,19,06,0000,0000,0000,0034,ON,ON
15,09,2022,16,19,08,0000,0000,0000,0000,ON,ON
15,09,2022,16,23,32,0000,0000,0000,0024,ON,ON
15,09,2022,16,23,33,0000,0000,0000,0000,ON,ON
