12,09,2022,12,31,51,0,114,0,0
12,09,2022,12,31,53,0,0,0,0
12,09,2022,12,34,01,0,0,47,0
12,09,2022,12,34,02,-111,339,47,0
12,09,2022,12,34,04,-106,333,493,243
12,09,2022,12,34,08,-119,325,494,244
12,09,2022,12,34,09,-119,325,493,238
12,09,2022,12,34,11,-122,336,493,238
12,09,2022,12,34,12,-120,324,493,240
12,09,2022,12,34,13,-120,324,493,244
12,09,2022,12,34,16,-123,326,493,240
12,09,2022,12,34,18,-123,317,491,245
12,09,2022,12,34,18,-125,329,491,245
12,09,2022,12,34,19,-125,329,493,240
12,09,2022,12,34,20,-121,310,493,240
12,09,2022,12,34,22,-125,319,493,245
12,09,2022,12,34,24,-125,313,493,241
12,09,2022,12,34,30,-127,308,493,340
12,09,2022,12,34,31,127,267,493,340
12,09,2022,12,34,31,127,267,493,-10
12,09,2022,12,34,32,-128,-39,493,-10
12,09,2022,12,34,33,-128,-39,493,-93
12,09,2022,12,34,34,127,-42,493,-93
12,09,2022,12,34,35,-127,-76,492,-91
12,09,2022,12,34,37,124,-116,493,-91
12,09,2022,12,34,38,124,-116,493,61
12,09,2022,12,34,44,125,-123,493,30
12,09,2022,12,34,45,122,112,493,30
12,09,2022,12,34,47,123,105,248,28
12,09,2022,12,34,48,71,105,248,28
12,09,2022,12,34,48,71,105,-33,28
12,09,2022,12,34,49,59,-125,-33,28
12,09,2022,12,34,50,59,-125,-106,28
12,09,2022,12,34,51,50,-121,75,30
12,09,2022,12,34,52,38,-121,75,30
12,09,2022,12,34,53,38,-121,49,28
12,09,2022,12,34,55,34,-125,9,29
12,09,2022,12,34,55,27,122,9,29
12,09,2022,12,34,58,26,121,0,34
12,09,2022,12,34,59,26,117,0,27
12,09,2022,12,35,00,26,102,0,27
12,09,2022,12,35,01,26,102,11,17
12,09,2022,12,35,02,41,102,11,17
12,09,2022,12,35,02,41,102,50,17
12,09,2022,12,35,04,34,99,11,17
12,09,2022,12,35,05,31,101,0,20
12,09,2022,12,35,07,31,93,0,16
12,09,2022,12,35,11,45,113,0,15
12,09,2022,12,35,13,42,113,35,4
12,09,2022,12,35,14,44,109,1,6
12,09,2022,12,35,17,32,126,0,7
12,09,2022,12,35,18,32,126,0,4
12,09,2022,12,35,21,30,119,13,4
12,09,2022,12,35,22,40,113,44,3
12,09,2022,12,35,24,43,120,11,5
12,09,2022,12,35,24,42,-126,11,5
12,09,2022,12,35,25,42,-126,0,3
12,09,2022,12,35,28,36,121,0,4
12,09,2022,12,35,31,35,127,54,2
12,09,2022,12,35,33,33,120,22,5
12,09,2022,12,35,34,31,110,0,4
12,09,2022,12,35,38,23,-108,0,4
12,09,2022,12,35,41,23,-108,21,0
12,09,2022,12,35,41,44,-108,21,0
12,09,2022,12,35,42,44,-108,49,9
12,09,2022,12,35,43,41,107,49,9
12,09,2022,12,35,44,41,107,8,6
12,09,2022,12,35,44,30,118,8,6
12,09,2022,12,35,45,30,118,0,2
12,09,2022,12,35,48,30,116,0,7
12,09,2022,12,35,49,27,91,0,7
12,09,2022,12,35,50,27,91,0,0
12,09,2022,12,35,51,24,83,55,10
12,09,2022,12,35,52,40,-125,55,10
12,09,2022,12,35,53,40,-125,55,0
12,09,2022,12,35,54,34,89,55,0
12,09,2022,12,35,54,34,89,0,0
12,09,2022,12,35,58,22,79,0,0
12,09,2022,12,36,01,40,-123,0,0
12,09,2022,12,36,02,40,-123,49,10
12,09,2022,12,36,04,32,-123,6,2
12,09,2022,12,36,04,22,99,6,2
12,09,2022,12,36,07,21,87,0,0
12,09,2022,12,36,11,22,82,56,8
12,09,2022,12,36,12,37,82,56,8
12,09,2022,12,36,13,37,82,37,1
12,09,2022,12,36,14,28,82,0,0
12,09,2022,12,36,20,21,71,0,0
12,09,2022,12,36,21,38,122,0,0
12,09,2022,12,36,22,38,122,54,6
12,09,2022,12,36,23,37,106,54,6
12,09,2022,12,36,24,37,106,10,0
12,09,2022,12,36,24,25,89,10,0
12,09,2022,12,36,31,22,79,55,0
12,09,2022,12,36,32,39,79,55,0
12,09,2022,12,36,33,39,79,33,4
12,09,2022,12,36,34,20,122,33,4
12,09,2022,12,36,34,20,122,0,0
12,09,2022,12,36,35,18,105,0,0
12,09,2022,12,36,40,18,94,0,0
12,09,2022,12,36,41,45,-117,0,0
12,09,2022,12,36,42,45,-117,52,6
12,09,2022,12,36,43,43,111,52,6
12,09,2022,12,36,44,43,111,20,0
12,09,2022,12,36,44,31,101,20,0
12,09,2022,12,36,45,31,101,0,0
12,09,2022,12,36,51,20,89,0,0
12,09,2022,12,36,51,20,89,55,8
12,09,2022,12,36,52,37,-116,55,8
12,09,2022,12,36,53,37,-116,37,0
12,09,2022,12,36,54,29,100,37,0
12,09,2022,12,36,54,29,100,0,0
12,09,2022,12,36,55,17,94,0,0
12,09,2022,12,37,00,14,83,0,0
12,09,2022,12,37,01,47,122,0,0
12,09,2022,12,37,02,47,122,54,0
12,09,2022,12,37,03,37,94,54,0
12,09,2022,12,37,04,37,94,10,0
12,09,2022,12,37,04,24,89,10,0
12,09,2022,12,37,11,22,84,55,7
12,09,2022,12,37,12,40,122,55,7
12,09,2022,12,37,13,40,122,37,7
12,09,2022,12,37,14,26,126,37,7
12,09,2022,12,37,14,26,126,0,0
12,09,2022,12,37,15,24,83,0,0
12,09,2022,12,37,21,41,121,0,0
12,09,2022,12,37,22,41,121,50,5
12,09,2022,12,37,23,34,100,50,5
12,09,2022,12,37,23,34,100,10,0
12,09,2022,12,37,24,14,84,10,0
12,09,2022,12,37,31,13,75,54,7
12,09,2022,12,37,32,38,-121,54,7
12,09,2022,12,37,33,38,-121,38,7
12,09,2022,12,37,34,28,108,38,7
12,09,2022,12,37,34,28,108,1,0
12,09,2022,12,37,37,21,96,0,0
12,09,2022,12,37,41,40,92,0,0
12,09,2022,12,37,42,40,92,50,7
12,09,2022,12,37,43,33,-126,50,7
12,09,2022,12,37,43,33,-126,10,0
12,09,2022,12,37,44,18,-126,10,0
12,09,2022,12,37,46,15,94,0,0
12,09,2022,12,37,51,13,89,55,0
12,09,2022,12,37,52,41,-124,55,0
12,09,2022,12,37,53,41,-124,36,8
12,09,2022,12,37,53,23,94,36,8
12,09,2022,12,37,54,23,94,1,0
12,09,2022,12,38,00,17,81,0,0
12,09,2022,12,38,01,42,127,0,0
12,09,2022,12,38,02,42,127,53,6
12,09,2022,12,38,03,36,121,53,0
12,09,2022,12,38,04,27,87,53,0
12,09,2022,12,38,05,27,87,0,0
12,09,2022,12,38,11,22,77,55,0
12,09,2022,12,38,12,39,-120,55,0
12,09,2022,12,38,13,39,-120,36,13
12,09,2022,12,38,13,31,97,36,13
12,09,2022,12,38,14,31,97,7,0
12,09,2022,12,38,18,26,86,0,0
12,09,2022,12,38,21,43,-111,0,0
12,09,2022,12,38,22,43,-111,54,0
12,09,2022,12,38,23,35,-111,10,0
12,09,2022,12,38,24,20,82,10,0
12,09,2022,12,38,31,18,73,52,0
12,09,2022,12,38,32,44,-119,52,0
12,09,2022,12,38,33,44,-119,38,6
12,09,2022,12,38,33,27,118,38,6
12,09,2022,12,38,34,27,118,0,0
12,09,2022,12,38,35,18,87,0,0
12,09,2022,12,38,41,41,-126,0,0
12,09,2022,12,38,42,41,-126,54,6
12,09,2022,12,38,43,38,115,54,6
12,09,2022,12,38,43,38,115,24,0
12,09,2022,12,38,44,25,84,24,0
12,09,2022,12,38,45,25,84,0,0
12,09,2022,12,38,50,20,73,0,0
12,09,2022,12,38,51,20,73,53,4
12,09,2022,12,38,52,42,112,53,4
12,09,2022,12,38,53,34,94,45,6
12,09,2022,12,38,54,34,94,9,6
12,09,2022,12,38,56,31,94,0,0
12,09,2022,12,38,56,27,72,0,0
12,09,2022,12,39,01,42,121,0,0
12,09,2022,12,39,02,42,121,53,8
12,09,2022,12,39,03,34,99,53,8
12,09,2022,12,39,03,34,99,23,8
12,09,2022,12,39,04,18,81,23,8
12,09,2022,12,39,05,18,81,0,0
12,09,2022,12,39,07,16,66,0,0
