21,09,2022,14,48,51,BRAKE,0x01,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
21,09,2022,14,52,16,BRAKE,0x01,0x00,0x00,0x01,0x01,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
21,09,2022,14,54,28,GLITCH,0,1
21,09,2022,14,54,32,GLITCH,0,1
21,09,2022,14,56,36,GLITCH,1,0
21,09,2022,14,58,23,GLITCH,1,0
21,09,2022,14,58,24,GLITCH,1,0
21,09,2022,15,00,36,GLITCH,1,0
21,09,2022,15,00,36,GLITCH,1,0
21,09,2022,15,00,36,GLITCH,1,0
21,09,2022,15,00,37,GLITCH,1,0
21,09,2022,15,01,49,GLITCH,1,0
21,09,2022,15,03,04,GLITCH,1,0
21,09,2022,15,03,08,GLITCH,1,0
21,09,2022,15,04,21,GLITCH,1,0
21,09,2022,15,05,17,GLITCH,1,0
21,09,2022,15,05,25,GLITCH,0,1
21,09,2022,15,06,53,GLITCH,1,0
21,09,2022,15,08,15,GLITCH,1,0
21,09,2022,15,12,54,GLITCH,0,1
21,09,2022,15,13,52,GLITCH,1,0
21,09,2022,15,13,52,GLITCH,1,0
21,09,2022,15,13,53,GLITCH,1,0
21,09,2022,15,15,47,GLITCH,1,0
21,09,2022,15,17,02,GLITCH,0,1
21,09,2022,15,17,03,GLITCH,0,1
21,09,2022,15,17,03,GLITCH,0,1
21,09,2022,15,20,53,GLITCH,0,1
21,09,2022,15,20,53,GLITCH,0,1
21,09,2022,15,20,54,GLITCH,0,1
21,09,2022,15,20,54,GLITCH,0,1
21,09,2022,15,21,39,GLITCH,1,0
21,09,2022,15,21,39,GLITCH,1,0
21,09,2022,15,21,39,GLITCH,1,0
21,09,2022,15,22,03,GLITCH,0,1
21,09,2022,15,22,03,GLITCH,0,1
21,09,2022,15,22,04,GLITCH,0,1
21,09,2022,15,25,09,GLITCH,1,0
21,09,2022,15,28,02,GLITCH,1,0
21,09,2022,15,28,46,GLITCH,0,1
21,09,2022,15,34,56,GLITCH,1,0
