13,09,2022,14,37,23,0.000,167.003,0.000,27.737,CCW
13,09,2022,14,41,41,0.000,167.271,0.000,27.737,CCW
13,09,2022,14,41,41,0.000,167.684,0.000,27.736,CCW
13,09,2022,14,41,42,0.000,167.580,0.000,27.736,CCW
13,09,2022,14,41,43,0.000,167.343,0.000,27.737,CCW
13,09,2022,14,41,43,160.675,167.150,28.151,27.736,CCW
13,09,2022,14,41,44,160.675,167.039,28.151,27.736,CCW
13,09,2022,14,41,44,160.675,166.754,28.151,27.738,CCW
13,09,2022,14,41,45,160.675,165.134,28.151,27.738,CCW
13,09,2022,14,41,45,160.675,164.904,28.151,27.753,CCW
13,09,2022,14,41,46,160.675,163.848,28.151,27.758,CCW
13,09,2022,14,41,46,160.675,163.144,28.151,27.769,CCW
13,09,2022,14,41,47,160.675,162.968,28.151,27.770,CCW
13,09,2022,14,41,47,160.675,162.529,28.151,27.775,CCW
13,09,2022,14,41,48,160.675,162.069,28.151,27.786,CCW
13,09,2022,14,41,48,160.675,161.773,28.151,27.797,CCW
13,09,2022,14,41,49,160.675,161.624,28.151,27.799,CCW
13,09,2022,14,41,49,160.675,161.447,28.151,27.808,CCW
13,09,2022,14,41,50,160.675,161.317,28.151,27.814,CCW
13,09,2022,14,41,50,160.675,161.135,28.151,27.825,CCW
13,09,2022,14,41,51,160.675,161.014,28.151,27.832,CCW
13,09,2022,14,41,51,160.675,160.910,28.151,27.837,CCW
13,09,2022,14,41,52,160.675,160.745,28.151,27.851,CCW
13,09,2022,14,41,59,160.687,160.684,28.090,27.955,CCW
13,09,2022,14,42,04,160.698,160.959,28.030,28.027,CCW
13,09,2022,14,42,05,160.698,162.525,28.030,28.034,CCW
13,09,2022,14,42,05,160.698,164.024,28.030,28.041,CCW
13,09,2022,14,42,05,160.698,165.517,28.030,28.050,CCW
13,09,2022,14,42,06,160.698,167.029,28.030,28.057,CCW
13,09,2022,14,42,06,160.698,168.607,28.030,28.067,CCW
13,09,2022,14,42,07,160.698,170.068,28.030,28.073,CCW
13,09,2022,14,42,08,160.698,171.605,28.030,28.082,CCW
13,09,2022,14,42,08,160.698,173.114,28.030,28.089,CCW
13,09,2022,14,42,09,160.698,174.670,28.030,28.100,CCW
13,09,2022,14,42,09,160.698,175.429,28.030,28.100,CCW
13,09,2022,14,42,09,160.698,176.954,28.030,28.109,CCW
13,09,2022,14,42,10,160.698,178.470,28.030,28.116,CCW
13,09,2022,14,42,10,160.698,179.986,28.030,28.123,CCW
13,09,2022,14,42,11,160.698,181.529,28.030,28.131,CCW
13,09,2022,14,42,11,160.698,183.051,28.030,28.138,CCW
13,09,2022,14,42,12,160.698,184.536,28.030,28.148,CCW
13,09,2022,14,42,12,160.698,186.090,28.030,28.153,CCW
13,09,2022,14,42,13,160.698,187.634,28.030,28.160,CCW
13,09,2022,14,42,13,160.709,188.385,27.970,28.165,CCW
13,09,2022,14,42,14,160.709,189.935,27.970,28.176,CCW
13,09,2022,14,42,15,160.709,188.584,27.970,28.187,CCW
13,09,2022,14,42,15,160.709,186.892,27.970,28.176,CCW
13,09,2022,14,42,16,160.709,185.447,27.970,28.160,CCW
13,09,2022,14,42,16,160.709,183.519,27.970,28.150,CCW
13,09,2022,14,42,17,160.709,182.296,27.970,28.142,CCW
13,09,2022,14,42,17,160.709,181.108,27.970,28.133,CCW
13,09,2022,14,42,18,160.709,179.527,27.970,28.127,CCW
